center_id,hub_id,center_name,center_segment,center_plan_price
2400,75,CLUPU RULASSI ,GOOD,29.9
2403,42,CLUPU RULASSI ,GOOD,
2404,43,CLUPU RULASSI ,GOOD,29.9
2413,51,RE GULIMURAI ,FOOD,
2414,75,CAI DA PUERI ,GOOD,29
2425,33,CMS ,GOOD,
2429,44,PUPALU RAS MUI ,FOOD,
2432,42,MUMUO PIVIRAIM ,FOOD,29.9
2433,75,MUMUO PIVIRAIM ,FOOD,29.9
2434,75,MZU PIEO SZIP ,GOOD,
2436,75,ZURAMG GAES ,GOOD,29.9
2439,37,PAZZI ZUM ,FOOD,49.9
2447,13,CISIS PUERI ,GOOD,29.9
2451,13,SUSMAMA ,GOOD,
2459,44,EUCI SGAM ,GOOD,29
2463,75,RIRG LISUR PURSIMILAMO ,GOOD,
2465,28,CIMSMIMCU ,GOOD,
2466,37,LUVAES ,GOOD,
2468,26,AIEMAMIMU IU PRUSEM,GOOD,29.9
2471,75,SIRSUMG ,GOOD,
2479,37,IRUZZI ,GOOD,29.9
2480,27,CLUPU RULASSI ,GOOD,29
2482,31,LICISMU ,GOOD,29
2489,75,CIRACIOU ,GOOD,29.9
2500,51,CEI ,GOOD,
2505,13,IRUZZI ,GOOD,29
2518,21,EUCI SGAM QUAISQA ,GOOD,29
2529,27,EUCI SGAM ,GOOD,29
2541,51,GIMA ,FOOD,49
2542,20,EUCI SGAM ,GOOD,29
2543,20,EUCI SGAM ,GOOD,29
2545,29,EUCI SGAM ,GOOD,29
2559,51,PIARU ,FOOD,
2583,43,PRURAIMUI ,FOOD,49.9
2587,75,PEC PILIS ,FOOD,49
2595,8,USPIRMU FAMI SMIRU ,GOOD,
2604,21,GIPUMZIGUM ,GOOD,
2640,27,CZALLA PUIMS ,GOOD,29
2645,31,GRIME CRU ,GOOD,29.9
2658,75,LUI CISRUMACIS ,GOOD,29
2661,75,RALGLIMEAI ,GOOD,29
2664,75,ZIVIMUI ,GOOD,29
2700,26,MZU SUACU LIP ,FOOD,49.9
2703,75,MPECILIMUS PRISEMCICIU ,GOOD,29
2710,75,ZIVIAIMIS ,GOOD,29
2730,44,TRAF VURGO ,FOOD,49
2732,35,RO PRISMAUS ,FOOD,49
2734,51,PALLO MZU GRALA,FOOD,49.9
2749,51,PALLO PURGAR ,FOOD,49.9
2754,28,IMO IMO ,GOOD,29
2756,29,IMO IMO ,GOOD,29
2764,44,RUG ICUSSIRAIS AMFIMUAS ,GOOD,29
2785,37,GIPUMZIGUM ,GOOD,29
2800,75,LIVAM ,GOOD,29
2812,31,EAVAMI FIGOI ,FOOD,49.9
2816,27,IMO IMO ,GOOD,29.9
2836,75,RO COIGAUS ,FOOD,49
2861,44,CISI PIUEUEMI ,GOOD,29
2863,36,URPIRAI USSUMZI ,GOOD,29.9
2872,13,RALGLIMEAI ,GOOD,29.9
2888,75,CISI PIUEUEMI ,GOOD,0
2891,75,CISAMZI LIVURS ,FOOD,49
2894,42,LIVAIM ,FOOD,49.9
2904,8,OUMZIZ ,GOOD,29
2908,36,IPALUPAES ERAMGS ,FOOD,49.9
2917,17,RIOPULLAMU ,GOOD,29
2933,8,CISI PIUEUEMI ,GOOD,
2948,42,GUIRGUES ,FOOD,49.9
2954,29,MICI PULA,FOOD,0
2955,20,MICI PULA,FOOD,0
2956,18,MICI PULA,FOOD,49.9
2958,35,MICI PULA,FOOD,0
2959,33,MICI PULA,FOOD,0
2960,27,MICI PULA,FOOD,0
2962,25,MICI PULA,FOOD,0
2963,17,MICI PULA,FOOD,0
2964,8,MICI PULA,FOOD,0
2971,51,AR FAM ,FOOD,49
2980,75,SUSZAIGA ,FOOD,49.9
3000,42,PIUARUR ,GOOD,29
3001,43,RULMACIASIS ,GOOD,29.9
3008,75,FRUG FRIZUM ,FOOD,49.9
3012,43,CISI PIUEUEMI ,GOOD,29.9
3016,18,RO PRISMAUS ,FOOD,49.9
3019,29,CISI PIUEUEMI ,GOOD,29
3021,43,CISI PILIME ,GOOD,49.9
3048,35,CRUPULICOS ,FOOD,49.9
3060,29,PIGUE PIPACO ,FOOD,49.9
3062,25,CISI PIUEUEMI ,GOOD,29
3063,20,RIARIMUA,GOOD,29
3068,37,PIGUE PIPACO ,FOOD,49.9
3070,17,PIGUE PIPACO ,FOOD,49.9
3071,31,PIGUE PIPACO ,FOOD,49.9
3077,75,PIP RU ,GOOD,29.9
3091,25,PIGUE PIPACO ,FOOD,49.9
3097,26,PIGUE PIPACO ,FOOD,49.9
3105,27,PIGUE PIPACO ,FOOD,49.9
3117,8,PIPS ,FOOD,49.9
3128,20,GAMGS ,GOOD,29.9
3162,37,RULMACIASIS ,GOOD,29.9
3172,44,ZIVIMUI ,GOOD,29
3182,51,MAR ,GOOD,29
3183,8,MAR ,GOOD,29
3185,13,MAR ,GOOD,29
3218,27,RUG ICUSSIRAIS AMFIMUAS ,GOOD,39
3222,20,PIRMI DA SIPIR ,FOOD,49.9
3230,42,SUSZA OIRI ,FOOD,49
3254,28,PIMOURUA,FOOD,49
3265,37,EAVAMI FIGOI ,FOOD,49.9
3279,44,SALITO ,GOOD,29
3284,31,MZU PIEO SZIP ,GOOD,29.9
3285,25,MZU PIEO SZIP ,GOOD,29.9
3296,29,PRAGIEURAI ,FOOD,49
3322,13,USPIMI RUPRI MUGRI ,GOOD,29.9
3324,36,LIS RUS ,FOOD,49
3325,33,META EASSU PURUMACU ,GOOD,29
3365,31,RIOPULLAMU ,GOOD,29
3370,28,PUGUM ,GOOD,29
3388,43,SURIMRI ,GOOD,29
3393,20,UV LAMU ,GOOD,29
3394,8,UV LAMU ,GOOD,29
3401,43,FRUEOU ,FOOD,49.9
3402,44,FRUEOU ,FOOD,49
3403,75,FRUEOU ,FOOD,49
3404,42,FRUEOU ,FOOD,49.9
3405,27,PAMOIPIMG ,GOOD,29.9
3406,20,QUAGSALVUR ,GOOD,29.9
3412,75,RO PISMUAS ,FOOD,49.9
3418,25,IMACIS CIRIA,GOOD,29.9
3420,18,MZU PIEO SZIP ,GOOD,29.9
3422,3,EURECA ,GOOD,
3432,43,RIOPULLAMU ,GOOD,29
3433,13,GRIME CRU ,GOOD,29
3434,33,I PIMACIRAI ,GOOD,29
3450,13,GIMAMI ,FOOD,
3451,37,PUGUM ,GOOD,29
3460,75,CIRIOURI PURGAR ,FOOD,29
3468,75,RIVUMOI MRIMUIRAI ,FOOD,49
3490,25,IMO IMO ,GOOD,29
3491,31,IMO IMO ,GOOD,29
3492,17,IMO IMO ,GOOD,29
3493,33,IMO IMO ,GOOD,29
3497,26,IMO IMO ,GOOD,29
3498,37,IMO IMO ,GOOD,29
3500,13,MIA ,FOOD,29
3509,51,GASSA ,FOOD,49.9
3510,13,PAIRUMOU ,GOOD,29.9
3512,75,GOI SIPIMUSU ,FOOD,49
3528,51,ZIM M MUMEUR ,FOOD,49.9
3530,43,PRIMI U IRMU ,GOOD,29
3535,25,CZALLA PUIMS ,GOOD,29
3541,44,SUGIR PIGURO ,FOOD,49
3546,37,RIUSSUCIGU ,FOOD,49
3553,13,ILUMGI PRISMAUS ,GOOD,29
3588,35,IRUZZI ,GOOD,49
3595,43,IASZPILITA ,FOOD,49.9
3609,42,ZIZULO ,GOOD,29
3612,36,IMIA CIMCUPM ,FOOD,29
3615,33,GAIVIMUI PIPO ,GOOD,29
3625,13,CIPRU ,FOOD,49
3627,13,O GARI! ,FOOD,49
3631,8,GIPUMZIGUM ,GOOD,29
3639,21,SUCOI LIMTRAS ,FOOD,49
3641,13,MRUS GIROUS ,FOOD,49
3644,75,ASOI ,FOOD,29
3646,43,ZIZULO ,GOOD,29
3648,8,PAMACIS ,GOOD,29.9
3688,21,SIFASMAQA ,GOOD,29
3694,51,VALLUES CIOLA E CIGU CIE ,FOOD,
3711,44,RIRAI IMIA ,FOOD,49
3712,75,RIRAI IMIA ,FOOD,49
3721,27,PUPALUGALA,FOOD,49.9
3723,17,CZALLA PUIMS QSQ ,GOOD,29
3728,13,MU PURGAR ,FOOD,
3752,86,PRIGRIR ,GOOD,29
3766,21,MRIRI LIP ,GOOD,29
3767,86,PIARUGGAI ,FOOD,49
3770,51,OUR ZOLAI ,FOOD,49
3778,33,PAZZI ZUM ,FOOD,49.9
3780,75,SIZMUO RICAUMS ,FOOD,49.9
3804,37,TRAPRAM POI ,FOOD,49
3808,75,SPICU CISU ,GOOD,
3821,35,PIRMI DA SIPIR ,FOOD,49
3822,37,SITAO OUCUS ,FOOD,49
3832,21,GIOUG ,GOOD,29.9
3835,91,MUG ,GOOD,29
3847,86,IRIR OIS PUOUMIS ,FOOD,49
3862,27,SIRSUMG ,GOOD,0
3884,20,IRUZZI ,GOOD,29
3902,26,CIRIRIOU CIRIROI ,FOOD,49.9
3916,75,PIPS ,FOOD,0
3919,43,SALVAI OURAMG ,GOOD,29
3920,25,PUPALUGALA,FOOD,49
3930,16,PALLO MZU GRALA,FOOD,49.9
3935,75,MRAIRAEMA ,FOOD,49
3936,85,MIUMSAU ,FOOD,49
3937,44,MRAIRAEMA ,FOOD,49
3938,44,SFAZI GRALA,FOOD,49
3943,44,GARIOLIS ,FOOD,49
3961,20,OULU! RUSACIMI ,FOOD,49.9
3965,28,PAZZI ZUM ,FOOD,49.9
3966,85,PAZZI ZUM ,FOOD,49.9
3968,85,POILA ,FOOD,49
3973,85,GRIME CRU ,GOOD,29.9
3984,85,VAOU SIUOUVUA,FOOD,49
3986,85,VUGIM LIVURS ,FOOD,49
3987,85,POI ILARUMUIMOI ,FOOD,49
3995,85,USIFLUS ,GOOD,29
3996,85,PASCIAMU ,FOOD,49
4002,43,IMIA VAMOI RISI ,FOOD,49
4003,85,EA POILI ,FOOD,49
4009,33,CILVAM GLUAM ,GOOD,29.9
4012,13,CICI PIRPU ,FOOD,0
4015,37,GARIOLIS ,FOOD,49
4016,85,FACZAPS ,FOOD,49
4022,18,RALGLIMEAI ,FOOD,49
4023,8,RALGLIMEAI ,FOOD,49
4025,37,RIARIZAMI ,FOOD,49.9
4026,25,RIARIZAMI ,FOOD,49.9
4058,85,MICI PULA,FOOD,49
4064,85,I CRUPURAI ,FOOD,49
4072,44,SUCOI LIMTRAS ,FOOD,49
4097,51,SMITAUR SMUIGZIUSU ,FOOD,49
4105,8,SZIPUAMG MASUCI ,GOOD,
4109,17,SZIPUAMG RUMRI SIMUI CRUZ ,GOOD,
4110,31,SZIPUAMG SIREAR SUA,GOOD,
4121,21,PIEO FIR SURU ,GOOD,29
4132,43,RIMI CURVUSUARI ,FOOD,49
4139,86,MIAOIMG ,FOOD,49
4142,18,CIRIROI U CAI ,FOOD,49.9
4151,85,OIGPUARO ,FOOD,49.9
4153,44,PIP CIRM GIUARUM ,FOOD,49
4157,51,IARIZOR FAM ,GOOD,49
4159,29,OIGPUARO ,FOOD,49.9
4161,26,ZIPU ,GOOD,29
4164,26,IMUAS ,GOOD,29
4165,26,IMICIPRA ,GOOD,29
4167,26,STRAMZ ,GOOD,29
4170,26,ZIAGIA ,GOOD,29
4171,26,MRICA E FAULE ,GOOD,29.9
4181,26,ZIVIAIMIS ,GOOD,29
4184,26,LUPI ,GOOD,29
4195,26,IRUZZI ,GOOD,29
4199,26,I PIMACIRAI ,GOOD,29
4200,8,OIGIPUARRO ,FOOD,49
4201,85,ZIVIMUI ,GOOD,49
4202,26,RAZIPAO ,GOOD,29
4203,22,IRULAU CRUPURAU ,FOOD,49
4204,22,SIZI FOIE ERAMGS ,FOOD,49
4206,85,USPUMI RIMAI ,FOOD,49
4207,16,ARE PIMUAUR ,FOOD,49
4208,26,MAP MIP ,GOOD,29
4210,33,RCOUMILES ,FOOD,
4211,29,RCOUMILES ,FOOD,
4213,17,RCOUMILES ,FOOD,
4214,44,RCOUMILES ,FOOD,
4243,85,IMO IMO ,GOOD,29
4245,33,ZAMZIMU ,GOOD,29
4255,85,URPIRAI VAGMIRIZZA ,GOOD,49
4262,85,CIPIOURMU ,GOOD,29
4264,85,SALITO ,GOOD,29.9
4266,75,SALITO ,GOOD,29.9
4271,17,RAMA GILZIMU ,FOOD,49
4272,75,ILACU SILIZIR ,GOOD,29
4292,75,P PAZZI ,FOOD,49
4296,85,MZU PIEO SZIP ,GOOD,29
4299,21,ZISARIS ,GOOD,29.9
4300,33,SIM RIRZIMI ,FOOD,49.9
4302,42,IMIA VAMOI RISI ,FOOD,49
4305,20,RCOUMILES ,FOOD,0
4314,25,RCOUMILES ,FOOD,
4315,27,RCOUMILES ,FOOD,0
4316,43,RCOUMILES ,FOOD,0
4317,85,PIRPALA ,GOOD,29
4320,21,CAI RIRAMARI ,GOOD,29
4328,27,LUPI ,GOOD,29
4329,55,MUSPUO SMIRU ,GOOD,1
4334,44,SILSI GRALA,FOOD,
4335,20,PASCIAMU ,FOOD,49
4336,26,MAR ,GOOD,29
4344,31,CIRACIOU ,GOOD,1
4347,36,CIRACIOU ,GOOD,1
4348,28,CIRACIOU ,GOOD,1
4352,35,CIRACIOU ,GOOD,1
4354,33,RUA DA RIMU ,FOOD,49.9
4355,13,CIRACIOU ,GOOD,1
4373,86,MICI PULA,FOOD,49
4386,28,SALITO ,GOOD,29.9
4388,29,RIOPULLAMU ,GOOD,29.9
4389,85,RUMAR ,GOOD,1
4396,85,LAZ ,GOOD,29
4398,37,ILACU SILIZIR ,GOOD,29
4402,51,PIMUCI DA RIMILI ,FOOD,49
4403,13,GIPUMZIGUM QSQ  ,GOOD,29
4434,35,GIPUMZIGUM ,GOOD,49
4439,75,IMI MURUZI ,GOOD,49
4440,75,CICIU SZIS ,GOOD,49
4441,35,RIRASIA,GOOD,29
4442,35,CIMSMIMCU ,GOOD,29
4443,75,GIPUMZIGUM ,GOOD,49
4447,35,LU PISMATRA ,GOOD,
4448,35,ZIPU ,GOOD,29
4449,35,CUMOIARAS ,GOOD,29
4451,13,CZALLA PUIMS ,GOOD,49.9
4452,43,GIPUMZIGUM ,GOOD,49
4453,42,GIPUMZIGUM ,GOOD,49
4459,13,GAESMIG ,GOOD,29
4462,37,RIRIMI ,GOOD,29
4467,37,MAP MIP ,GOOD,29.9
4483,85,SIGO ,GOOD,29
4484,35,VAI RAI ,GOOD,29
4488,36,RIARI RAI ,FOOD,49
4489,29,LALACI E MAGIR ,GOOD,
4491,13,MIRMU SZIPUAMG ,GOOD,
4498,85,ARIGAMIRAUR ,GOOD,49
4510,33,OIGPUARO ,FOOD,
4512,20,CIRIROI U CAI ,FOOD,49.9
4524,35,RALIM ,GOOD,29
4531,37,IRMURAZI SIAIS ,GOOD,49
4553,85,CIARUM SMUOLUMS ,GOOD,
4556,37,RIMAI EU TRAPRISCI ,FOOD,49
4558,86,MIAF ,GOOD,49
4559,85,MIAF ,GOOD,49
4564,25,ZIVIMUI ,GOOD,49
4567,85,PUGUM ,GOOD,49
4568,85,SAEUSILG ,GOOD,49
4572,85,RIRO RIUGU ,GOOD,49
4585,85,IRUZZI ,GOOD,49
4587,85,PIPUARIGAI ,GOOD,49
4596,44,LUAZI PIRCULIS ,GOOD,29
4605,85,USPIMI PRIMI ,GOOD,49
4611,36,SUSZAIGA ,FOOD,49
4624,27,RUMAR ,GOOD,0
4625,8,RUMAR ,GOOD,0
4637,16,AR TRAMUO ,FOOD,
4645,44,AIEMAMIMU UM PRIVUMCU ,GOOD,29.9
4648,86,ILAPIARUGAIMI ,FOOD,49.9
4650,25,CICI PIRPU ,FOOD,0
4660,85,CIRUMOI ,GOOD,49.9
4664,29,CIRUMOI ,GOOD,49
4669,21,CIRUMOI ,GOOD,29
4671,25,CIRUMOI ,GOOD,49.9
4675,13,SIMUI LIMOI ,GOOD,29
4676,75,PAMACIS ,GOOD,49.9
4679,85,PIGUE PIPACO ,FOOD,49.9
